x,y,z,target
0.39676,0.398881,0.097519,human_arms_out9
0.479631,0.118735,0.056237,human_arms_out9
0.097845,0.518403,0.128682,human_arms_out9
0.300393,0.125973,0.088061,human_arms_out9
0.334344,0.882897,0.175904,human_arms_out9
0.224164,0.657813,0.103599,human_arms_out9
0.30725,0.157308,0.089954,human_arms_out9
0.426398,0.569671,0.125682,human_arms_out9
0.272621,0.095751,0.072361,human_arms_out9
0.343152,0.620801,0.136642,human_arms_out9
0.079451,0.51576,0.120648,human_arms_out9
0.351932,0.808709,0.102121,human_arms_out9
0.370413,0.402204,0.08684,human_arms_out9
0.334145,0.739025,0.096939,human_arms_out9
0.451611,0.673905,0.064121,human_arms_out9
0.539044,0.629572,0.116778,human_arms_out9
0.138202,0.588728,0.112814,human_arms_out9
0.279954,0.026418,0.072317,human_arms_out9
0.176741,0.578,0.103982,human_arms_out9
0.177684,0.625346,0.114987,human_arms_out9
0.379812,0.764115,0.075905,human_arms_out9
0.417026,0.901376,0.035019,human_arms_out9
0.393395,0.680718,0.144092,human_arms_out9
0.589206,0.615825,0.12079,human_arms_out9
0.583209,0.582158,0.104803,human_arms_out9
0.47802,0.342572,0.102191,human_arms_out9
0.330081,0.735902,0.083743,human_arms_out9
0.335708,0.926253,0.172388,human_arms_out9
0.3756,0.851753,0.034521,human_arms_out9
0.31294,0.180393,0.088445,human_arms_out9
0.371187,0.80976,0.170629,human_arms_out9
0.419318,0.959328,0.138098,human_arms_out9
0.442306,0.274303,0.08294,human_arms_out9
0.357472,0.724247,0.064973,human_arms_out9
0.448937,0.487707,0.120366,human_arms_out9
0.668156,0.531896,0.132074,human_arms_out9
0.304741,0.366393,0.129683,human_arms_out9
0.314008,0.214587,0.068583,human_arms_out9
0.321633,0.276829,0.078455,human_arms_out9
0.415949,0.830555,0.162509,human_arms_out9
0.300064,0.203208,0.101694,human_arms_out9
0.620405,0.586534,0.09165,human_arms_out9
0.696186,0.51238,0.118429,human_arms_out9
0.345506,0.814292,0.136523,human_arms_out9
0.284529,0.072967,0.060138,human_arms_out9
0.444765,0.867138,0.098822,human_arms_out9
0.456181,0.430623,0.072258,human_arms_out9
0.409446,0.513841,0.057141,human_arms_out9
0.484161,0.200858,0.096944,human_arms_out9
0.152869,0.584874,0.089695,human_arms_out9
0.434221,0.340904,0.07521,human_arms_out9
0.384185,0.833964,0.047711,human_arms_out9
0.564842,0.605578,0.088804,human_arms_out9
0.320998,0.429415,0.060941,human_arms_out9
0.240985,0.628979,0.09471,human_arms_out9
0.354033,0.959986,0.1424,human_arms_out9
0.330264,0.558852,0.108229,human_arms_out9
0.33538,0.360127,0.071209,human_arms_out9
0.369269,0.609416,0.058338,human_arms_out9
0.274698,0.197825,0.079459,human_arms_out9
0.447716,0.496668,0.079376,human_arms_out9
0.492075,0.025505,0.158301,human_arms_out9
0.406658,0.804524,0.158494,human_arms_out9
0.306337,0.432269,0.08123,human_arms_out9
0.380626,0.971722,0.088167,human_arms_out9
0.299049,0.115639,0.086526,human_arms_out9
0.334434,0.383895,0.064561,human_arms_out9
0.319987,0.450334,0.062002,human_arms_out9
0.326596,0.849581,0.141027,human_arms_out9
0.306432,0.132166,0.079838,human_arms_out9
0.489784,0.709515,0.118838,human_arms_out9
0.733404,0.494203,0.102793,human_arms_out9
0.473623,0.053945,0.05929,human_arms_out9
0.512107,0.032829,0.12749,human_arms_out9
0.437683,0.877073,0.054511,human_arms_out9
0.406604,0.507472,0.056039,human_arms_out9
0.516823,0.664553,0.081534,human_arms_out9
0.435527,0.89206,0.176145,human_arms_out9
0.341975,0.379697,0.13332,human_arms_out9
0.332315,0.566994,0.114632,human_arms_out9
0.418206,0.412158,0.057244,human_arms_out9
0.088533,0.546739,0.105645,human_arms_out9
0.63826,0.556509,0.097109,human_arms_out9
0.359367,0.788069,0.117874,human_arms_out9
0.44427,0.86666,0.083755,human_arms_out9
0.685665,0.521492,0.098783,human_arms_out9
0.459143,0.148016,0.084061,human_arms_out9
0.343102,0.594516,0.069244,human_arms_out9
0.346576,0.331415,0.099804,human_arms_out9
0.484706,0.027,0.137066,human_arms_out9
0.415305,0.839898,0.169127,human_arms_out9
0.359573,0.421714,0.130702,human_arms_out9
0.47111,0.031713,0.108574,human_arms_out9
0.323689,0.876987,0.068335,human_arms_out9
0.443087,0.407365,0.139554,human_arms_out9
0.300773,0.108434,0.079908,human_arms_out9
0.353832,0.803458,0.110215,human_arms_out9
0.298057,0.688718,0.069036,human_arms_out9
0.400374,0.81859,0.064612,human_arms_out9
0.371283,0.40916,0.108221,human_arms_out9
0.377072,0.873466,0.02679,human_arms_out9
0.660441,0.55515,0.119654,human_arms_out9
0.295789,0.389823,0.10737,human_arms_out9
0.439526,0.642883,0.129699,human_arms_out9
0.429826,0.947644,0.075845,human_arms_out9
0.354599,0.834111,0.168014,human_arms_out9
0.434824,0.493039,0.061299,human_arms_out9
0.331312,0.34375,0.073503,human_arms_out9
0.259721,0.039945,0.130026,human_arms_out9
0.375153,0.425726,0.06399,human_arms_out9
0.457929,0.416822,0.127424,human_arms_out9
0.702689,0.520741,0.10101,human_arms_out9
0.195715,0.633293,0.095722,human_arms_out9
0.281475,0.710193,0.120971,human_arms_out9
0.313078,0.486969,0.106241,human_arms_out9
0.440341,0.405182,0.140265,human_arms_out9
0.160011,0.587145,0.089059,human_arms_out9
0.311768,0.15435,0.079843,human_arms_out9
0.485521,0.247586,0.093535,human_arms_out9
0.479801,0.202868,0.098993,human_arms_out9
0.329506,0.638575,0.070981,human_arms_out9
0.366804,0.616646,0.05771,human_arms_out9
0.305183,0.345417,0.074105,human_arms_out9
0.479854,0.662068,0.093088,human_arms_out9
0.659527,0.551265,0.121762,human_arms_out9
0.331576,0.887073,0.050904,human_arms_out9
0.536078,0.62472,0.112456,human_arms_out9
0.090207,0.543593,0.095227,human_arms_out9
0.437992,0.298983,0.081661,human_arms_out9
0.445923,0.640242,0.117368,human_arms_out9
0.33592,0.594328,0.075666,human_arms_out9
0.35871,0.751543,0.102706,human_arms_out9
0.38508,0.316152,0.159184,human_arms_out8
0.136063,0.640247,0.208843,human_arms_out8
0.480997,0.133402,0.159019,human_arms_out8
0.232455,0.753829,0.167068,human_arms_out8
0.313458,0.025,0.180796,human_arms_out8
0.40193,0.751669,0.038933,human_arms_out8
0.466836,0.771981,0.203169,human_arms_out8
0.241376,0.699065,0.123028,human_arms_out8
0.400794,0.542688,0.100499,human_arms_out8
0.331856,0.048637,0.183328,human_arms_out8
0.266047,0.248261,0.176911,human_arms_out8
0.433955,0.025,0.139002,human_arms_out8
0.474905,0.372091,0.140964,human_arms_out8
0.326115,0.465769,0.23908,human_arms_out8
0.264539,0.270274,0.171058,human_arms_out8
0.620321,0.65973,0.202376,human_arms_out8
0.445415,0.378338,0.238136,human_arms_out8
0.282482,0.514595,0.139252,human_arms_out8
0.267957,0.195568,0.129599,human_arms_out8
0.359915,0.82774,0.147456,human_arms_out8
0.341366,0.951015,0.193315,human_arms_out8
0.593308,0.633414,0.191438,human_arms_out8
0.337066,0.052789,0.160353,human_arms_out8
0.358257,0.761722,0.031427,human_arms_out8
0.513946,0.564519,0.182732,human_arms_out8
0.322188,0.876375,0.137373,human_arms_out8
0.284293,0.503833,0.222331,human_arms_out8
0.470031,0.025,0.210131,human_arms_out8
0.401769,0.756013,0.094936,human_arms_out8
0.338509,0.926057,0.156125,human_arms_out8
0.282343,0.025,0.263163,human_arms_out8
0.08339,0.595593,0.183453,human_arms_out8
0.314082,0.025,0.13004,human_arms_out8
0.677143,0.592165,0.188104,human_arms_out8
0.347051,0.1603,0.12991,human_arms_out8
0.475187,0.465429,0.209715,human_arms_out8
0.33762,0.354983,0.115472,human_arms_out8
0.322033,0.726191,0.107363,human_arms_out8
0.396416,0.96177,0.170804,human_arms_out8
0.163701,0.641783,0.195427,human_arms_out8
0.399782,0.256221,0.183905,human_arms_out8
0.421226,0.051867,0.235736,human_arms_out8
0.359314,0.769526,0.101674,human_arms_out8
0.105992,0.64361,0.196685,human_arms_out8
0.472882,0.522849,0.157959,human_arms_out8
0.29536,0.364715,0.23467,human_arms_out8
0.368851,0.381477,0.199819,human_arms_out8
0.278928,0.549897,0.168124,human_arms_out8
0.445235,0.025,0.190174,human_arms_out8
0.639095,0.605845,0.1774,human_arms_out8
0.43025,0.504657,0.105054,human_arms_out8
0.360065,0.394186,0.133708,human_arms_out8
0.411259,0.773647,0.065617,human_arms_out8
0.34309,0.940682,0.206087,human_arms_out8
0.301645,0.775907,0.201371,human_arms_out8
0.365081,0.365581,0.138992,human_arms_out8
0.408865,0.801876,0.169814,human_arms_out8
0.467489,0.548911,0.152255,human_arms_out8
0.333859,0.033149,0.155651,human_arms_out8
0.245827,0.716245,0.214229,human_arms_out8
0.264203,0.354525,0.173026,human_arms_out8
0.27709,0.560626,0.182243,human_arms_out8
0.48499,0.331612,0.194304,human_arms_out8
0.351162,0.319997,0.128643,human_arms_out8
0.320441,0.516089,0.106232,human_arms_out8
0.670508,0.626755,0.194578,human_arms_out8
0.592209,0.689611,0.199744,human_arms_out8
0.365961,0.467519,0.192095,human_arms_out8
0.343962,0.734063,0.091147,human_arms_out8
0.354853,0.793386,0.199667,human_arms_out8
0.321052,0.640593,0.232839,human_arms_out8
0.444265,0.676775,0.228195,human_arms_out8
0.430797,0.89769,0.227432,human_arms_out8
0.380275,0.451621,0.160807,human_arms_out8
0.471969,0.697392,0.122321,human_arms_out8
0.329444,0.666211,0.238195,human_arms_out8
0.25556,0.731365,0.214811,human_arms_out8
0.314404,0.583409,0.234818,human_arms_out8
0.398326,0.166544,0.129178,human_arms_out8
0.312093,0.720214,0.108304,human_arms_out8
0.337944,0.135238,0.117615,human_arms_out8
0.476535,0.030404,0.223539,human_arms_out8
0.391802,0.284831,0.166476,human_arms_out8
0.482778,0.172549,0.142013,human_arms_out8
0.274197,0.658801,0.145919,human_arms_out8
0.361884,0.381575,0.208955,human_arms_out8
0.326567,0.414324,0.115528,human_arms_out8
0.334829,0.104096,0.170668,human_arms_out8
0.465928,0.330068,0.127194,human_arms_out8
0.379076,0.650953,0.243046,human_arms_out8
0.349872,0.546132,0.236815,human_arms_out8
0.354909,0.602763,0.240313,human_arms_out8
0.430967,0.269074,0.113223,human_arms_out8
0.199469,0.673895,0.13604,human_arms_out8
0.630488,0.63267,0.172186,human_arms_out8
0.314722,0.880201,0.151432,human_arms_out8
0.423986,0.604472,0.240483,human_arms_out8
0.349786,0.228444,0.177482,human_arms_out8
0.342206,0.272514,0.127926,human_arms_out8
0.412842,0.73667,0.073103,human_arms_out8
0.393618,0.867097,0.147476,human_arms_out8
0.583203,0.692619,0.202429,human_arms_out8
0.424415,0.533297,0.249087,human_arms_out8
0.419164,0.320936,0.228207,human_arms_out8
0.336274,0.664459,0.075496,human_arms_out8
0.45954,0.620786,0.21536,human_arms_out8
0.36667,0.510464,0.237405,human_arms_out8
0.313779,0.116237,0.108113,human_arms_out8
0.470154,0.681533,0.123342,human_arms_out8
0.316396,0.195223,0.20006,human_arms_out8
0.478332,0.266368,0.140608,human_arms_out8
0.425977,0.790504,0.166974,human_arms_out8
0.33603,0.464813,0.109401,human_arms_out8
0.168757,0.67997,0.14116,human_arms_out8
0.267505,0.725324,0.218978,human_arms_out8
0.445374,0.069647,0.201384,human_arms_out8
0.412349,0.71609,0.076842,human_arms_out8
0.288243,0.078444,0.169327,human_arms_out8
0.459866,0.599929,0.259797,human_arms_out8
0.315419,0.614763,0.115557,human_arms_out8
0.62724,0.614117,0.171551,human_arms_out8
0.491021,0.77435,0.173219,human_arms_out8
0.3715,0.451044,0.165033,human_arms_out8
0.428858,0.224268,0.203833,human_arms_out8
0.568767,0.690097,0.209565,human_arms_out8
0.300986,0.435547,0.117036,human_arms_out8
0.348577,0.833437,0.237613,human_arms_out8
0.395838,0.913632,0.134535,human_arms_out8
0.263193,0.237005,0.136855,human_arms_out8
0.33531,0.71325,0.068174,human_arms_out8
0.392097,0.596426,0.039278,human_arms_out8
0.132902,0.660392,0.206885,human_arms_out8
0.135779,0.6605,0.209931,human_arms_out8
0.41528,0.894599,0.206315,human_arms_out8
0.332852,0.882664,0.186192,human_arms_out8
0.334128,0.932771,0.193086,human_arms_out8
0.377803,0.603194,0.030711,human_arms_out8
0.474365,0.160945,0.178923,human_arms_out8
0.348211,0.788261,0.06615,human_arms_out8
0.340283,0.503124,0.235275,human_arms_out8
0.328458,0.463608,0.239245,human_arms_out8
0.343605,0.476513,0.19042,human_arms_out8
0.443037,0.025,0.214724,human_arms_out8
0.428804,0.539848,0.247585,human_arms_out8
0.273018,0.263484,0.191956,human_arms_out8
0.365401,0.523867,0.23701,human_arms_out8
0.413947,0.485942,0.238816,human_arms_out8
0.12832,0.671371,0.163138,human_arms_out8
0.316172,0.628504,0.228221,human_arms_out8
0.369856,0.464664,0.201389,human_arms_out8
0.33563,0.863384,0.214868,human_arms_out8
0.351096,0.583016,0.105907,human_arms_out8
0.377443,0.45535,0.134551,human_arms_out8
0.705306,0.565246,0.183006,human_arms_out8
0.33345,0.431862,0.116183,human_arms_out8
0.573761,0.650138,0.140492,human_arms_out8
0.309889,0.496122,0.23491,human_arms_out8
0.353697,0.912292,0.253929,human_arms_out8
0.356632,0.506391,0.236351,human_arms_out8
0.342681,0.647271,0.112377,human_arms_out8
0.310448,0.162381,0.20026,human_arms_out8
0.313357,0.208733,0.204485,human_arms_out8
0.298347,0.519049,0.233956,human_arms_out8
0.460148,0.558672,0.230901,human_arms_out8
0.271942,0.783648,0.169586,human_arms_out8
0.438052,0.211007,0.096615,human_arms_out8
0.473556,0.197297,0.184491,human_arms_out8
0.340174,0.672693,0.047785,human_arms_out8
0.267644,0.41146,0.196438,human_arms_out8
0.315139,0.726953,0.236213,human_arms_out8
0.412711,0.357852,0.231557,human_arms_out8
0.475618,0.394191,0.150091,human_arms_out8
0.339091,0.731222,0.240666,human_arms_out8
0.352823,0.908931,0.256762,human_arms_out8
0.333584,0.924263,0.172243,human_arms_out8
0.322699,0.168681,0.192996,human_arms_out8
0.415336,0.901974,0.202666,human_arms_out8
0.355469,0.895518,0.128431,human_arms_out8
0.602746,0.642475,0.21308,human_arms_out8
0.390727,0.927902,0.136191,human_arms_out8
0.347964,0.21774,0.179751,human_arms_out8
0.057234,0.578961,0.175298,human_arms_out8
0.413655,0.629056,0.066817,human_arms_out8
0.335968,0.344396,0.228821,human_arms_out8
0.467645,0.37394,0.129583,human_arms_out8
0.430809,0.183027,0.197918,human_arms_out8
0.573816,0.702538,0.2003,human_arms_out8
0.342827,0.732578,0.040404,human_arms_out8
0.359046,0.446054,0.224353,human_arms_out8
0.472885,0.634296,0.178429,human_arms_out8
0.342744,0.834972,0.154481,human_arms_out8
0.450055,0.054439,0.121697,human_arms_out8
0.474863,0.553119,0.178225,human_arms_out8
0.403518,0.909868,0.24371,human_arms_out8
0.101367,0.646697,0.202101,human_arms_out8
0.447129,0.486959,0.112327,human_arms_out8
0.411691,0.91971,0.229204,human_arms_out8
0.267593,0.727549,0.218603,human_arms_out8
0.045666,0.567933,0.186785,human_arms_out8
0.405379,0.138694,0.130324,human_arms_out8
0.629003,0.642011,0.20874,human_arms_out8
0.472183,0.582894,0.168822,human_arms_out8
0.62464,0.646881,0.19584,human_arms_out8
0.377715,0.781112,0.302377,human_arms_out8
0.427697,0.33254,0.235786,human_arms_out8
0.463733,0.547793,0.21943,human_arms_out8
0.412513,0.899266,0.167092,human_arms_out8
0.364854,0.969331,0.222908,human_arms_out8
